0,1,2,3,4,output_0,output_1,output_2,output_3,output_4,exec_time(s),avg_cpu_util(%),core_load(%)
0,6,9,17,1,0,14,20,4,1,1575668.154,16.84,0.03125
14,16,7,17,13,0,17,20,9,1,1575668.154,16.84,0.03125
7,14,15,13,16,0,17,2,3,8,1575668.154,16.84,0.03125
4,2,11,3,18,0,3,4,8,2,1575668.154,16.84,0.03125
19,18,8,6,5,1,5,8,0,2,1575668.154,16.84,0.03125
6,3,0,17,4,0,17,19,3,9,1575668.154,16.84,0.03125
13,0,8,18,4,3,9,14,19,6,1575668.154,16.84,0.03125
5,12,11,7,3,3,14,19,4,8,1575668.154,16.84,0.03125
15,2,12,14,7,0,14,20,9,3,1575668.154,16.84,0.03125
3,17,2,18,16,1,17,2,0,3,1575668.154,16.84,0.03125
8,17,18,1,16,0,1,13,3,7,1575668.154,16.84,0.03125
12,16,10,19,4,0,13,2,4,8,1575668.154,16.84,0.03125
1,11,19,10,0,13,14,1,3,9,1575668.154,16.84,0.03125
16,9,1,8,5,0,2,13,17,3,1575668.154,16.84,0.03125
16,10,11,6,7,3,0,20,7,1,1575668.154,16.84,0.03125
15,17,18,19,5,0,13,1,3,4,1575668.154,16.84,0.03125
3,10,4,15,7,3,14,20,7,6,1575668.154,16.84,0.03125
5,14,19,4,16,0,8,19,17,2,1575668.154,16.84,0.03125
9,18,0,11,2,0,17,1,3,13,1575668.154,16.84,0.03125
13,2,12,16,8,1,3,8,0,19,1575668.154,16.84,0.03125
9,5,0,12,14,0,2,13,6,3,1575668.154,16.84,0.03125
12,11,1,13,15,0,18,20,9,1,1575668.154,16.84,0.03125
4,15,12,9,8,0,17,8,3,13,1575668.154,16.84,0.03125
16,17,12,8,13,0,14,20,6,2,1575668.154,16.84,0.03125
19,8,9,7,11,0,9,14,19,1,1575668.154,16.84,0.03125
6,9,12,18,0,0,8,20,17,2,1575668.154,16.84,0.03125
3,8,2,19,6,0,9,20,17,2,1575668.154,16.84,0.03125
11,12,13,14,16,3,14,19,7,6,1575668.154,16.84,0.03125
12,11,19,9,8,3,9,14,20,6,1575668.154,16.84,0.03125
18,15,17,2,16,0,8,13,6,3,1575668.154,16.84,0.03125
13,10,16,4,12,0,14,20,7,1,1575668.154,16.84,0.03125
5,14,1,3,18,0,5,20,7,1,1575668.154,16.84,0.03125
4,7,15,0,6,3,1,8,4,13,1575668.154,16.84,0.03125
17,6,11,14,10,0,2,1,6,3,1575668.154,16.84,0.03125
2,6,7,5,8,0,17,8,2,13,1575668.154,16.84,0.03125
4,14,1,8,6,0,17,20,3,8,1575668.154,16.84,0.03125
4,9,14,0,17,3,14,19,4,8,1575668.154,16.84,0.03125
13,19,14,11,4,0,2,13,17,3,1575668.154,16.84,0.03125
7,2,5,8,15,0,2,19,6,3,1575668.154,16.84,0.03125
3,11,7,16,5,0,17,20,3,9,1575668.154,16.84,0.03125
3,19,9,13,5,0,14,20,3,8,1575668.154,16.84,0.03125
15,8,10,7,18,0,13,2,4,8,1575668.154,16.84,0.03125
14,0,3,16,4,0,2,13,6,3,1575668.154,16.84,0.03125
7,16,0,4,11,1,17,13,0,8,1575668.154,16.84,0.03125
16,6,7,14,17,1,5,8,0,2,1575668.154,16.84,0.03125
4,7,11,2,6,0,17,19,1,8,1575668.154,16.84,0.03125
17,15,14,1,19,13,0,1,4,7,1575668.154,16.84,0.03125
5,4,8,2,13,0,8,20,14,1,1575668.154,16.84,0.03125
14,5,16,15,13,0,8,14,19,2,1575668.154,16.84,0.03125
5,18,6,3,15,0,9,20,14,1,1575668.154,16.84,0.03125
12,15,10,14,2,0,8,14,2,20,1575668.154,16.84,0.03125
15,2,19,13,6,3,14,20,4,8,1575668.154,16.84,0.03125
7,19,16,10,11,0,3,19,7,1,1575668.154,16.84,0.03125
18,13,3,15,5,3,4,20,7,1,1575668.154,16.84,0.03125
13,15,9,1,7,0,17,13,9,3,1575668.154,16.84,0.03125
17,1,14,18,11,0,20,7,6,3,1575668.154,16.84,0.03125
4,19,12,8,17,3,14,13,4,8,1575668.154,16.84,0.03125
19,16,4,14,18,3,14,20,7,1,1575668.154,16.84,0.03125
15,7,19,0,10,0,14,20,5,8,1575668.154,16.84,0.03125
17,3,8,0,19,0,9,14,19,1,1575668.154,16.84,0.03125
3,17,2,10,6,0,1,13,3,8,1575668.154,16.84,0.03125
0,2,9,1,19,1,17,20,9,3,1575668.154,16.84,0.03125
7,0,2,17,16,0,2,8,6,3,1575668.154,16.84,0.03125
18,10,11,5,2,3,14,20,7,1,1575668.154,16.84,0.03125
2,17,18,0,7,0,17,13,1,9,1575668.154,16.84,0.03125
0,8,13,2,16,0,17,1,3,13,1575668.154,16.84,0.03125
18,11,1,12,4,0,17,19,3,8,1575668.154,16.84,0.03125
13,18,6,12,8,0,17,20,9,1,1575668.154,16.84,0.03125
2,0,8,4,14,0,13,14,7,1,1575668.154,16.84,0.03125
15,8,19,14,0,0,9,20,18,3,1575668.154,16.84,0.03125
9,4,5,0,7,0,14,19,1,8,1575668.154,16.84,0.03125
10,1,19,4,16,0,2,20,6,7,1575668.154,16.84,0.03125
2,6,13,19,0,0,1,20,3,7,1575668.154,16.84,0.03125
19,6,9,18,11,0,3,13,4,2,1575668.154,16.84,0.03125
12,6,5,11,4,0,17,19,3,9,1575668.154,16.84,0.03125
2,14,7,12,0,0,1,13,3,5,1575668.154,16.84,0.03125
18,7,6,4,5,3,14,20,4,8,1575668.154,16.84,0.03125
13,9,2,17,10,0,14,20,7,1,1575668.154,16.84,0.03125
0,1,17,8,4,0,14,20,6,3,1575668.154,16.84,0.03125
1,18,14,17,19,1,0,7,3,2,1575668.154,16.84,0.03125
1,14,7,12,15,0,4,20,7,1,1575668.154,16.84,0.03125
6,4,5,0,3,8,4,1,0,2,1575668.154,16.84,0.03125
3,9,19,17,0,1,17,13,3,8,1575668.154,16.84,0.03125
12,16,6,9,13,8,4,1,0,2,1575668.154,16.84,0.03125
16,0,15,4,14,0,2,19,6,7,1575668.154,16.84,0.03125
6,19,7,12,18,3,1,8,4,13,1575668.154,16.84,0.03125
15,4,5,19,11,0,14,13,4,8,1575668.154,16.84,0.03125
12,17,4,1,13,0,6,1,8,2,1575668.154,16.84,0.03125
19,16,15,5,1,0,14,8,5,20,1575668.154,16.84,0.03125
17,0,7,15,8,1,18,20,9,3,1575668.154,16.84,0.03125
12,7,2,9,3,0,14,13,6,3,1575668.154,16.84,0.03125
1,12,3,9,4,0,8,19,17,2,1575668.154,16.84,0.03125
3,5,14,0,4,0,13,14,7,1,1575668.154,16.84,0.03125
16,2,12,6,3,0,9,18,20,2,1575668.154,16.84,0.03125
11,1,0,16,14,3,4,19,7,1,1575668.154,16.84,0.03125
7,10,6,18,19,3,4,20,7,6,1575668.154,16.84,0.03125
11,1,4,2,5,0,17,19,3,8,1575668.154,16.84,0.03125
1,15,19,9,17,0,4,19,7,1,1575668.154,16.84,0.03125
17,13,4,2,11,0,3,19,6,7,1575668.154,16.84,0.03125
11,17,10,0,1,1,17,19,3,8,1575668.154,16.84,0.03125
17,13,8,0,15,13,17,8,0,20,1575668.154,16.84,0.03125
0,11,15,6,19,3,14,20,7,6,1575668.154,16.84,0.03125
2,9,15,18,11,0,3,19,6,7,1575668.154,16.84,0.03125
15,9,5,2,18,13,0,1,4,7,1575668.154,16.84,0.03125
15,10,19,2,13,0,9,20,17,2,1575668.154,16.84,0.03125
15,1,0,11,14,0,17,13,1,9,1575668.154,16.84,0.03125
2,6,18,10,9,0,14,8,1,20,1575668.154,16.84,0.03125
4,17,9,13,11,0,14,19,6,3,1575668.154,16.84,0.03125
0,1,4,16,2,0,14,19,1,8,1575668.154,16.84,0.03125
4,15,9,1,7,13,17,8,0,20,1575668.154,16.84,0.03125
1,8,12,17,13,0,4,20,14,8,1575668.154,16.84,0.03125
12,14,13,11,16,0,9,19,17,1,1575668.154,16.84,0.03125
6,0,4,17,19,1,17,13,3,8,1575668.154,16.84,0.03125
16,2,7,14,3,3,14,13,4,8,1575668.154,16.84,0.03125
12,5,16,11,2,13,14,1,0,9,1575668.154,16.84,0.03125
18,17,16,12,19,0,14,19,4,8,1575668.154,16.84,0.03125
5,7,0,15,8,0,14,19,7,1,1575668.154,16.84,0.03125
0,3,2,15,12,0,14,13,6,3,1575668.154,16.84,0.03125
9,18,10,0,16,0,14,19,4,1,1575668.154,16.84,0.03125
6,4,11,2,7,0,14,20,9,3,1575668.154,16.84,0.03125
12,10,13,7,17,13,17,8,3,20,1575668.154,16.84,0.03125
14,13,4,15,7,13,14,1,0,9,1575668.154,16.84,0.03125
0,17,13,3,9,13,14,1,3,9,1575668.154,16.84,0.03125
8,17,3,1,5,0,17,20,9,3,1575668.154,16.84,0.03125
10,15,14,4,12,0,20,7,6,3,1575668.154,16.84,0.03125
6,4,19,14,0,0,17,8,2,13,1575668.154,16.84,0.03125
16,11,0,2,4,0,4,20,14,1,1575668.154,16.84,0.03125
6,14,8,19,7,0,8,14,19,2,1575668.154,16.84,0.03125
4,3,9,5,15,0,17,8,3,20,1575668.154,16.84,0.03125
13,9,11,6,18,0,18,20,9,3,1575668.154,16.84,0.03125
11,9,2,8,12,0,14,20,4,8,1575668.154,16.84,0.03125
3,5,9,17,7,1,18,20,9,3,1575668.154,16.84,0.03125
9,10,16,0,6,1,17,13,0,8,1575668.154,16.84,0.03125
3,0,4,12,16,8,17,1,0,20,1575668.154,16.84,0.03125
11,16,13,3,7,0,14,19,7,1,1575668.154,16.84,0.03125
6,15,5,14,7,0,14,20,6,2,1575668.154,16.84,0.03125
18,16,4,19,11,0,14,19,4,8,1575668.154,16.84,0.03125
1,12,17,4,9,3,4,19,7,6,1575668.154,16.84,0.03125
3,14,8,17,7,3,4,13,7,1,1575668.154,16.84,0.03125
17,4,15,7,0,0,5,20,7,1,1575668.154,16.84,0.03125
15,11,7,9,6,0,4,20,7,1,1575668.154,16.84,0.03125
1,14,15,6,3,0,13,14,4,8,1575668.154,16.84,0.03125
4,15,7,2,13,3,4,19,7,8,1575668.154,16.84,0.03125
15,6,12,16,4,3,4,20,7,1,1575668.154,16.84,0.03125
14,13,3,1,17,0,4,19,7,1,1575668.154,16.84,0.03125
15,12,10,3,16,3,17,20,1,8,1575668.154,16.84,0.03125
17,18,8,10,4,0,18,20,9,1,1575668.154,16.84,0.03125
18,0,11,6,8,3,4,20,7,8,1575668.154,16.84,0.03125
2,17,4,16,14,3,4,19,7,8,1575668.154,16.84,0.03125
15,9,16,18,2,3,17,20,1,8,1575668.154,16.84,0.03125
12,4,11,16,10,13,17,1,9,3,1575668.154,16.84,0.03125
7,8,11,16,6,0,2,13,7,3,1575668.154,16.84,0.03125
17,12,4,16,0,0,1,13,3,8,1575668.154,16.84,0.03125
10,9,2,15,6,0,14,20,6,3,1575668.154,16.84,0.03125
19,0,15,8,6,0,8,14,2,20,1575668.154,16.84,0.03125
13,7,1,18,10,3,4,20,7,8,1575668.154,16.84,0.03125
18,4,5,1,13,3,4,19,7,6,1575668.154,16.84,0.03125
4,11,9,10,7,0,8,20,17,2,1575668.154,16.84,0.03125
3,17,10,12,15,0,2,20,7,6,1575668.154,16.84,0.03125
11,12,17,19,13,0,14,19,3,6,1575668.154,16.84,0.03125
0,5,15,9,4,13,17,8,3,20,1575668.154,16.84,0.03125
0,15,12,5,13,0,14,20,3,8,1575668.154,16.84,0.03125
9,17,12,18,0,0,2,19,6,7,1575668.154,16.84,0.03125
4,13,17,6,9,3,4,19,7,1,1575668.154,16.84,0.03125
9,19,5,10,6,0,17,19,8,1,1575668.154,16.84,0.03125
18,10,4,11,17,1,3,8,0,2,1575668.154,16.84,0.03125
14,1,13,15,0,1,3,8,0,2,1575668.154,16.84,0.03125
18,13,0,7,6,0,2,1,8,3,1575668.154,16.84,0.03125
6,5,18,7,14,0,2,1,8,3,1575668.154,16.84,0.03125
0,6,1,15,9,0,2,1,8,3,1575668.154,16.84,0.03125
3,1,7,11,4,8,1,2,0,3,1575668.154,16.84,0.03125
18,0,1,15,3,8,3,1,0,2,1575668.154,16.84,0.03125
1,15,6,14,13,1,3,8,0,2,1575668.154,16.84,0.03125
15,2,12,1,6,0,2,1,8,3,1575668.154,16.84,0.03125
12,18,17,11,19,8,1,2,0,3,1575668.154,16.84,0.03125
13,14,1,3,9,8,3,1,0,2,1575668.154,16.84,0.03125
2,6,15,7,13,0,3,8,1,2,1575668.154,16.84,0.03125
11,19,7,17,12,0,1,3,8,2,1575668.154,16.84,0.03125
12,2,17,7,4,0,3,8,1,2,1575668.154,16.84,0.03125
8,19,14,18,11,0,3,1,8,2,1575668.154,16.84,0.03125
16,5,19,15,14,0,3,8,1,2,1575668.154,16.84,0.03125
17,16,1,7,19,1,3,8,0,2,1575668.154,16.84,0.03125
10,8,0,2,9,0,1,8,3,2,1575668.154,16.84,0.03125
15,7,2,8,14,1,3,8,0,2,1575668.154,16.84,0.03125
14,9,15,7,0,0,1,3,8,2,1575668.154,16.84,0.03125
14,7,17,13,1,0,1,3,8,2,1575668.154,16.84,0.03125
13,18,8,17,19,0,3,1,8,2,1575668.154,16.84,0.03125
17,14,10,15,13,0,1,8,2,3,1575668.154,16.84,0.03125
0,11,12,15,16,0,1,8,2,3,1575668.154,16.84,0.03125
15,10,14,18,2,0,3,8,1,2,1575668.154,16.84,0.03125
8,11,9,5,14,0,1,8,2,3,1575668.154,16.84,0.03125
16,14,11,4,6,1,3,8,0,2,1575668.154,16.84,0.03125
7,1,14,4,5,8,3,1,0,2,1575668.154,16.84,0.03125
19,9,16,4,6,0,1,3,8,2,1575668.154,16.84,0.03125
6,12,19,16,2,0,3,8,1,2,1575668.154,16.84,0.03125
18,3,12,11,16,0,3,8,1,2,1575668.154,16.84,0.03125
10,8,19,13,0,0,3,8,1,2,1575668.154,16.84,0.03125
19,15,0,1,17,0,2,1,8,3,1575668.154,16.84,0.03125
9,11,5,18,16,0,2,1,8,3,1575668.154,16.84,0.03125
4,3,14,19,7,0,2,1,8,3,1575668.154,16.84,0.03125
13,0,8,5,1,0,2,1,8,3,1575668.154,16.84,0.03125
14,4,6,5,19,0,3,8,1,2,1575668.154,16.84,0.03125
18,3,8,9,17,0,3,8,1,2,1575668.154,16.84,0.03125
18,0,7,13,16,1,3,8,0,2,1575668.154,16.84,0.03125
2,12,7,15,5,0,3,8,1,2,1575668.154,16.84,0.03125
13,12,19,5,2,0,3,8,1,2,1575668.154,16.84,0.03125
16,3,6,15,0,0,1,2,3,8,1575668.154,16.84,0.03125
16,15,6,2,0,0,1,3,8,2,1575668.154,16.84,0.03125
14,0,7,8,10,0,1,8,2,3,1575668.154,16.84,0.03125
18,16,14,3,4,0,1,3,8,2,1575668.154,16.84,0.03125
5,7,8,14,13,0,1,3,8,2,1575668.154,16.84,0.03125
10,8,4,11,2,0,3,8,1,2,1575668.154,16.84,0.03125
0,2,9,14,17,0,3,8,1,2,1575668.154,16.84,0.03125
13,19,11,8,16,0,1,8,2,3,1575668.154,16.84,0.03125
5,6,19,3,9,0,1,2,3,8,1575668.154,16.84,0.03125
15,9,4,5,8,0,3,1,8,2,1575668.154,16.84,0.03125
1,13,8,3,18,0,1,3,8,2,1575668.154,16.84,0.03125
0,10,7,19,15,0,3,8,1,2,1575668.154,16.84,0.03125
12,6,9,18,8,0,1,8,2,3,1575668.154,16.84,0.03125
5,13,19,1,0,0,3,8,1,2,1575668.154,16.84,0.03125
9,1,16,8,0,1,3,8,0,2,1575668.154,16.84,0.03125
3,18,10,11,6,1,3,8,0,2,1575668.154,16.84,0.03125
12,15,2,0,18,8,3,1,0,2,1575668.154,16.84,0.03125
17,7,14,2,19,0,2,8,1,3,1575668.154,16.84,0.03125
12,16,7,2,8,0,2,1,8,3,1575668.154,16.84,0.03125
4,13,19,14,3,0,1,8,2,3,1575668.154,16.84,0.03125
4,12,9,8,11,0,2,8,1,3,1575668.154,16.84,0.03125
2,10,7,11,13,8,3,1,0,2,1575668.154,16.84,0.03125
7,8,6,12,0,0,1,3,8,2,1575668.154,16.84,0.03125
11,19,2,7,16,0,1,8,2,3,1575668.154,16.84,0.03125
10,3,1,15,12,0,3,8,1,2,1575668.154,16.84,0.03125
4,11,19,1,6,0,3,8,1,2,1575668.154,16.84,0.03125
7,11,13,3,1,0,3,1,8,2,1575668.154,16.84,0.03125
1,16,14,18,19,0,1,8,2,3,1575668.154,16.84,0.03125
4,5,8,16,7,0,1,8,3,2,1575668.154,16.84,0.03125
8,10,11,17,14,8,1,2,0,3,1575668.154,16.84,0.03125
18,9,3,7,12,0,1,8,2,3,1575668.154,16.84,0.03125
3,10,17,1,16,1,3,8,0,2,1575668.154,16.84,0.03125
13,12,10,19,1,0,3,8,1,2,1575668.154,16.84,0.03125
4,12,14,17,6,0,3,8,1,2,1575668.154,16.84,0.03125
12,11,8,18,15,0,3,8,1,2,1575668.154,16.84,0.03125
7,1,0,17,3,1,3,8,0,2,1575668.154,16.84,0.03125
2,19,12,4,13,0,2,1,8,3,1575668.154,16.84,0.03125
7,19,13,8,0,0,2,1,8,3,1575668.154,16.84,0.03125
0,18,3,16,4,0,3,1,8,2,1575668.154,16.84,0.03125
3,8,13,1,15,0,3,8,1,2,1575668.154,16.84,0.03125
5,4,14,2,1,0,3,8,1,2,1575668.154,16.84,0.03125
15,9,12,3,19,1,3,8,0,2,1575668.154,16.84,0.03125
10,18,5,8,0,0,1,8,2,3,1575668.154,16.84,0.03125
11,15,12,9,13,0,3,8,1,2,1575668.154,16.84,0.03125
11,10,5,19,7,1,3,8,0,2,1575668.154,16.84,0.03125
10,3,11,7,0,1,0,2,3,8,1575668.154,16.84,0.03125
8,3,7,6,16,0,3,1,8,2,1575668.154,16.84,0.03125
16,5,8,6,14,0,1,3,8,2,1575668.154,16.84,0.03125
9,4,15,2,10,0,1,8,2,3,1575668.154,16.84,0.03125
2,8,15,9,14,0,1,3,8,2,1575668.154,16.84,0.03125
3,1,14,4,0,0,3,8,1,2,1575668.154,16.84,0.03125
17,3,10,6,1,0,3,1,8,2,1575668.154,16.84,0.03125
14,4,17,6,8,8,3,1,0,2,1575668.154,16.84,0.03125
8,17,5,2,16,0,1,3,8,2,1575668.154,16.84,0.03125
5,1,12,2,4,0,3,8,1,2,1575668.154,16.84,0.03125
18,6,13,9,17,1,3,8,0,2,1575668.154,16.84,0.03125
18,12,17,19,3,0,3,1,8,2,1575668.154,16.84,0.03125
19,16,11,1,0,0,1,3,8,2,1575668.154,16.84,0.03125
8,13,12,1,14,0,1,8,2,3,1575668.154,16.84,0.03125
14,7,17,6,18,0,3,1,8,2,1575668.154,16.84,0.03125
4,1,7,14,10,8,3,1,0,2,1575668.154,16.84,0.03125
9,4,3,10,5,0,1,8,2,3,1575668.154,16.84,0.03125
15,6,3,11,4,1,0,2,3,8,1575668.154,16.84,0.03125
15,11,16,3,12,0,3,1,8,2,1575668.154,16.84,0.03125
14,0,2,16,1,0,1,3,8,2,1575668.154,16.84,0.03125
2,14,12,13,18,0,1,8,2,3,1575668.154,16.84,0.03125
12,11,13,18,5,0,3,8,1,2,1575668.154,16.84,0.03125
3,19,18,10,14,0,3,1,8,2,1575668.154,16.84,0.03125
2,7,3,5,12,8,3,1,0,2,1575668.154,16.84,0.03125
13,15,18,1,9,0,1,3,8,2,1575668.154,16.84,0.03125
16,6,12,15,11,0,3,8,1,2,1575668.154,16.84,0.03125
18,8,19,15,2,1,3,8,0,2,1575668.154,16.84,0.03125
16,10,3,12,18,1,3,8,0,2,1575668.154,16.84,0.03125
8,16,14,13,2,0,1,8,3,2,1575668.154,16.84,0.03125
5,18,0,6,14,1,3,8,0,2,1575668.154,16.84,0.03125
17,14,6,7,18,0,1,3,8,2,1575668.154,16.84,0.03125
13,10,15,12,9,0,1,8,2,3,1575668.154,16.84,0.03125
12,6,7,11,14,0,3,1,8,2,1575668.154,16.84,0.03125
17,5,13,4,14,8,3,1,0,2,1575668.154,16.84,0.03125
5,14,6,2,3,0,1,3,8,2,1575668.154,16.84,0.03125
5,3,11,18,1,0,3,8,1,2,1575668.154,16.84,0.03125
10,17,18,5,19,1,3,8,0,2,1575668.154,16.84,0.03125
17,10,6,5,19,0,3,1,8,2,1575668.154,16.84,0.03125
19,17,15,0,5,0,3,1,8,2,1575668.154,16.84,0.03125
15,10,1,8,11,8,3,1,0,2,1575668.154,16.84,0.03125
2,13,19,5,11,0,1,3,8,2,1575668.154,16.84,0.03125
14,2,19,16,10,0,3,1,8,2,1575668.154,16.84,0.03125
15,3,14,1,7,0,1,8,2,3,1575668.154,16.84,0.03125
8,12,19,18,17,1,3,8,0,2,1575668.154,16.84,0.03125
3,11,8,12,4,0,3,8,1,2,1575668.154,16.84,0.03125
0,13,17,19,3,0,2,1,8,3,1575668.154,16.84,0.03125
2,13,10,4,8,0,2,1,8,3,1575668.154,16.84,0.03125
12,14,1,9,16,0,2,1,8,3,1575668.154,16.84,0.03125
10,3,17,15,0,0,1,3,8,2,1575668.154,16.84,0.03125
17,16,2,7,14,0,3,8,1,2,1575668.154,16.84,0.03125
2,12,17,7,14,0,3,1,8,2,1575668.154,16.84,0.03125
3,2,17,5,9,8,3,1,0,2,1575668.154,16.84,0.03125
6,15,1,8,7,0,1,3,8,2,1575668.154,16.84,0.03125
5,13,9,11,4,0,3,8,1,2,1575668.154,16.84,0.03125
13,10,14,18,1,1,3,8,0,2,1575668.154,16.84,0.03125
18,11,6,10,9,0,3,1,8,2,1575668.154,16.84,0.03125
12,0,11,9,10,0,1,3,8,2,1575668.154,16.84,0.03125
10,14,8,17,11,0,1,8,2,3,1575668.154,16.84,0.03125
12,0,4,8,2,0,3,1,8,2,1575668.154,16.84,0.03125
19,2,1,6,12,0,1,8,2,3,1575668.154,16.84,0.03125
4,13,2,19,15,0,1,3,8,2,1575668.154,16.84,0.03125
10,3,11,1,2,0,1,8,2,3,1575668.154,16.84,0.03125
7,5,17,0,9,0,3,8,1,2,1575668.154,16.84,0.03125
18,11,6,1,15,0,3,1,8,2,1575668.154,16.84,0.03125
3,19,5,4,8,0,3,8,1,2,1575668.154,16.84,0.03125
18,14,1,19,8,1,3,8,0,2,1575668.154,16.84,0.03125
8,17,9,3,2,1,3,8,0,2,1575668.154,16.84,0.03125
11,17,1,12,8,0,1,8,3,2,1575668.154,16.84,0.03125
14,10,12,15,17,1,3,8,0,2,1575668.154,16.84,0.03125
1,15,10,11,5,0,1,3,8,2,1575668.154,16.84,0.03125
12,1,13,19,16,0,3,8,1,2,1575668.154,16.84,0.03125
15,1,7,4,13,1,3,8,0,2,1575668.154,16.84,0.03125
14,19,9,6,17,0,3,1,8,2,1575668.154,16.84,0.03125
18,9,8,0,7,8,3,1,0,2,1575668.154,16.84,0.03125
7,0,1,2,10,0,1,3,8,2,1575668.154,16.84,0.03125
5,11,19,0,17,0,3,1,8,2,1575668.154,16.84,0.03125
19,6,7,11,5,0,1,8,2,3,1575668.154,16.84,0.03125
2,18,17,16,12,1,3,8,0,2,1575668.154,16.84,0.03125
16,3,9,0,14,0,1,8,2,3,1575668.154,16.84,0.03125
12,6,8,10,9,0,3,8,1,2,1575668.154,16.84,0.03125
5,12,19,9,13,0,1,3,8,2,1575668.154,16.84,0.03125
