0,1,2,3,4,output_0,output_1,output_2,output_3,output_4,exec_time(s),avg_cpu_util(%),core_load(%)
10,7,9,13,3,0,20,19,1,2,43704.78933,17.62,0.0625
16,6,10,14,4,0,1,20,19,18,43704.78933,17.62,0.0625
13,9,4,7,2,20,0,1,2,3,43704.78933,17.62,0.0625
7,10,1,18,13,0,20,1,2,19,43704.78933,17.62,0.0625
19,7,8,10,0,20,19,0,1,2,43704.78933,17.62,0.0625
15,1,5,6,13,0,1,20,19,2,43704.78933,17.62,0.0625
7,6,5,19,15,20,19,18,17,0,43704.78933,17.62,0.0625
2,5,16,4,3,0,1,2,20,19,43704.78933,17.62,0.0625
4,2,14,9,13,0,1,2,20,19,43704.78933,17.62,0.0625
19,3,13,17,6,0,20,19,18,17,43704.78933,17.62,0.0625
8,4,12,9,17,20,19,0,18,17,43704.78933,17.62,0.0625
13,8,19,18,4,0,20,19,1,2,43704.78933,17.62,0.0625
14,4,9,10,7,20,0,1,2,3,43704.78933,17.62,0.0625
0,14,4,9,15,20,19,0,1,2,43704.78933,17.62,0.0625
2,4,8,5,15,20,19,0,18,17,43704.78933,17.62,0.0625
18,9,17,3,7,20,19,18,0,1,43704.78933,17.62,0.0625
16,19,4,14,0,20,0,19,18,17,43704.78933,17.62,0.0625
6,17,18,15,0,0,1,20,19,18,43704.78933,17.62,0.0625
15,7,3,2,8,20,19,0,1,2,43704.78933,17.62,0.0625
1,12,17,8,18,0,1,2,3,4,43704.78933,17.62,0.0625
18,12,1,19,11,0,1,20,19,18,43704.78933,17.62,0.0625
6,8,14,9,1,0,1,2,3,20,43704.78933,17.62,0.0625
19,1,17,11,14,0,1,2,3,4,43704.78933,17.62,0.0625
14,17,8,19,15,20,0,1,2,3,43704.78933,17.62,0.0625
13,9,5,11,2,20,0,19,18,17,43704.78933,17.62,0.0625
2,9,11,13,10,20,19,0,1,18,43704.78933,17.62,0.0625
15,6,14,11,13,20,0,19,1,2,43704.78933,17.62,0.0625
13,18,5,2,0,0,1,20,19,18,43704.78933,17.62,0.0625
13,9,1,8,4,0,1,20,2,19,43704.78933,17.62,0.0625
4,14,9,0,16,0,20,19,1,2,43704.78933,17.62,0.0625
10,18,4,12,15,20,19,0,18,1,43704.78933,17.62,0.0625
17,7,18,19,16,20,19,18,17,0,43704.78933,17.62,0.0625
0,5,14,17,12,0,20,1,2,19,43704.78933,17.62,0.0625
9,4,1,7,11,0,1,2,3,4,43704.78933,17.62,0.0625
1,17,0,19,13,20,19,18,17,16,43704.78933,17.62,0.0625
11,14,7,13,2,0,20,19,1,2,43704.78933,17.62,0.0625
10,5,7,11,0,20,19,0,1,2,43704.78933,17.62,0.0625
12,10,17,4,15,20,0,1,2,19,43704.78933,17.62,0.0625
7,19,5,4,2,0,1,20,19,2,43704.78933,17.62,0.0625
7,18,15,6,3,20,19,18,17,0,43704.78933,17.62,0.0625
0,5,16,1,8,20,19,18,0,1,43704.78933,17.62,0.0625
17,15,6,5,7,20,19,18,17,16,43704.78933,17.62,0.0625
12,10,19,13,0,20,0,1,19,18,43704.78933,17.62,0.0625
12,5,16,11,17,0,20,1,2,3,43704.78933,17.62,0.0625
7,1,3,17,11,20,0,1,19,2,43704.78933,17.62,0.0625
11,5,9,16,4,20,0,19,1,2,43704.78933,17.62,0.0625
6,19,11,12,9,0,1,2,3,4,43704.78933,17.62,0.0625
3,13,9,12,2,0,1,2,20,19,43704.78933,17.62,0.0625
19,8,18,10,2,20,0,1,2,19,43704.78933,17.62,0.0625
18,5,0,13,14,20,19,0,18,17,43704.78933,17.62,0.0625
3,15,11,6,12,0,20,1,2,3,43704.78933,17.62,0.0625
17,0,18,13,19,20,19,18,17,0,43704.78933,17.62,0.0625
10,9,3,14,13,0,1,20,2,3,43704.78933,17.62,0.0625
8,2,14,16,10,20,0,1,19,18,43704.78933,17.62,0.0625
9,0,4,7,12,20,19,18,0,1,43704.78933,17.62,0.0625
8,15,9,12,2,20,19,18,17,16,43704.78933,17.62,0.0625
2,13,15,5,6,20,19,18,17,16,43704.78933,17.62,0.0625
7,9,16,19,11,0,20,19,1,18,43704.78933,17.62,0.0625
8,9,11,10,18,20,19,0,1,2,43704.78933,17.62,0.0625
10,9,14,15,8,20,0,1,2,3,43704.78933,17.62,0.0625
17,10,18,4,5,0,1,20,19,2,43704.78933,17.62,0.0625
12,13,18,15,9,0,20,1,19,2,43704.78933,17.62,0.0625
9,19,16,7,13,0,1,20,2,3,43704.78933,17.62,0.0625
7,18,4,1,15,0,1,20,2,3,43704.78933,17.62,0.0625
3,17,19,13,14,20,19,18,17,16,43704.78933,17.62,0.0625
