0,1,2,3,4,output_0,output_1,output_2,output_3,output_4,exec_time(s),avg_cpu_util(%),core_load(%)
7,14,4,5,2,0,7,1,3,19,1623746.343,16.98,0.03125
17,4,2,13,14,0,13,17,3,1,1623746.343,16.98,0.03125
9,2,13,14,15,1,3,4,13,7,1623746.343,16.98,0.03125
2,11,15,17,6,0,3,9,13,17,1623746.343,16.98,0.03125
5,6,15,12,8,0,3,9,19,17,1623746.343,16.98,0.03125
17,2,12,1,13,0,3,2,13,8,1623746.343,16.98,0.03125
9,16,8,10,13,0,1,8,2,5,1623746.343,16.98,0.03125
16,14,7,19,0,1,3,4,13,8,1623746.343,16.98,0.03125
7,10,18,16,14,0,6,3,20,17,1623746.343,16.98,0.03125
5,13,0,8,12,0,1,2,3,4,1623746.343,16.98,0.03125
4,15,17,19,1,14,9,3,20,0,1623746.343,16.98,0.03125
13,9,8,10,18,0,6,1,2,8,1623746.343,16.98,0.03125
8,9,11,0,13,0,6,3,2,1,1623746.343,16.98,0.03125
4,3,2,0,18,0,1,8,19,17,1623746.343,16.98,0.03125
14,17,10,8,18,14,3,4,13,8,1623746.343,16.98,0.03125
19,7,1,14,18,0,1,3,19,17,1623746.343,16.98,0.03125
10,5,2,6,13,0,3,1,19,8,1623746.343,16.98,0.03125
14,10,3,4,13,0,2,5,1,3,1623746.343,16.98,0.03125
4,3,2,18,7,0,3,2,6,8,1623746.343,16.98,0.03125
19,8,6,7,14,0,1,8,19,17,1623746.343,16.98,0.03125
15,1,4,17,19,0,8,2,20,17,1623746.343,16.98,0.03125
2,7,0,1,3,1,3,4,13,8,1623746.343,16.98,0.03125
9,10,4,13,8,0,1,9,13,17,1623746.343,16.98,0.03125
17,3,1,14,16,0,13,17,3,1,1623746.343,16.98,0.03125
10,14,0,5,12,14,7,1,20,0,1623746.343,16.98,0.03125
14,18,11,4,13,15,9,1,20,17,1623746.343,16.98,0.03125
5,14,7,1,16,14,9,3,20,0,1623746.343,16.98,0.03125
6,0,12,4,16,0,13,3,4,8,1623746.343,16.98,0.03125
3,7,5,9,1,0,3,1,13,8,1623746.343,16.98,0.03125
15,19,1,3,6,0,6,1,2,8,1623746.343,16.98,0.03125
0,15,5,11,2,15,9,3,20,4,1623746.343,16.98,0.03125
17,8,10,0,6,0,9,3,19,17,1623746.343,16.98,0.03125
13,17,19,18,16,14,9,3,6,19,1623746.343,16.98,0.03125
12,15,4,1,14,14,9,1,20,0,1623746.343,16.98,0.03125
13,17,19,7,5,0,3,2,13,8,1623746.343,16.98,0.03125
2,10,11,5,3,0,13,2,3,7,1623746.343,16.98,0.03125
17,15,13,8,5,0,3,2,13,17,1623746.343,16.98,0.03125
3,9,4,15,14,0,7,2,6,19,1623746.343,16.98,0.03125
3,4,17,2,15,0,1,2,3,4,1623746.343,16.98,0.03125
8,6,17,0,13,0,3,9,20,18,1623746.343,16.98,0.03125
16,12,5,8,15,0,3,4,13,9,1623746.343,16.98,0.03125
6,11,4,8,0,19,3,6,7,4,1623746.343,16.98,0.03125
1,6,2,19,13,0,6,7,20,3,1623746.343,16.98,0.03125
19,13,9,4,5,14,3,4,13,8,1623746.343,16.98,0.03125
12,10,16,9,18,0,1,8,2,5,1623746.343,16.98,0.03125
10,15,4,17,14,0,7,2,6,20,1623746.343,16.98,0.03125
4,8,10,12,7,0,3,2,4,8,1623746.343,16.98,0.03125
7,19,18,15,9,14,8,3,20,0,1623746.343,16.98,0.03125
12,3,7,1,14,0,9,2,20,17,1623746.343,16.98,0.03125
12,10,19,14,7,15,9,3,20,5,1623746.343,16.98,0.03125
3,5,8,1,15,0,3,8,19,17,1623746.343,16.98,0.03125
14,17,9,15,16,0,3,8,2,17,1623746.343,16.98,0.03125
15,9,2,11,3,15,9,3,20,4,1623746.343,16.98,0.03125
11,0,13,6,14,0,6,3,2,1,1623746.343,16.98,0.03125
0,8,16,3,2,0,3,2,13,8,1623746.343,16.98,0.03125
2,5,18,15,4,0,1,3,19,17,1623746.343,16.98,0.03125
10,18,14,12,17,0,8,3,13,4,1623746.343,16.98,0.03125
10,1,19,13,15,0,1,2,3,7,1623746.343,16.98,0.03125
13,19,3,12,15,14,9,1,20,0,1623746.343,16.98,0.03125
19,13,10,7,4,0,1,9,13,17,1623746.343,16.98,0.03125
12,0,14,6,11,14,1,9,20,3,1623746.343,16.98,0.03125
0,10,13,12,1,14,6,7,20,3,1623746.343,16.98,0.03125
4,18,14,17,19,0,9,1,19,17,1623746.343,16.98,0.03125
18,13,16,14,0,14,9,3,6,19,1623746.343,16.98,0.03125
7,18,5,3,16,0,6,1,2,8,1623746.343,16.98,0.03125
